"ID","m/z","Yellow_10_5x_2_420_1600_isotopomeric_score_annotated_1233-211210.csv","Yellow_16_5x_420_1600_isotopomeric_score_annotated_1418-211210.csv","Yellow_17_5x_420_1600_isotopomeric_score_annotated_1604-211210.csv","Yellow_18_5x_420_1600_isotopomeric_score_annotated_1743-211210.csv","Yellow_19_5x_420_1600_isotopomeric_score_annotated_1912-211210.csv","Yellow_1_5x_420-1600_isotopomeric_score_annotated_2006-211210.csv","Yellow_20_5x_420_1600_isotopomeric_score_annotated_2157-211210.csv","PubChem","LM_ID","CAS_inf","MetSign_ID","hm_ID","Name_ID","Keg_ID","label_information"
737,898.7235,3886.5353,3683.137,2982.0951,3239.6641,1067.0476,2108.4511,684.403,"Unknown,Unknown;Unknown;Unknown,Unknown","Unknown,LMGP02010273;Unknown;LMGP01011108,Unknown","Unknown,Unknown;Unknown;Unknown,Unknown","C50H100N1O8P1-[M+Na+]-2H-2-{m+0}(0.85946)(Niso-1);C52H98N1O8P1-[M+H+]-2H-2-{m+0}(0.84831)(Niso-1);C52H100N1O8P1-[M+H+]-{m+0}(0.84812)(Niso-1)","HMDB08058,Unknown;HMDB08802;Unknown,HMDB08323","PC(18:0/24:0)*,*1-pentacosanoyl-2-eicosanoyl-sn-glycero-3-phosphoethanolamine*;*PC(24:1(15Z)/20:2(11Z,14Z))*;*1,2-di-(13E-docosenoyl)-sn-glycero-3-phosphocholine*,*PC(20:1(11Z)/24:1(15Z))","C00157,Unknown;C00157;Unknown,C00157","2H_2"
738,898.732,5932.5994,7443.6426,5196.3519,6039.3663,0,0,1114.9208,"Unknown,9544125;Unknown,9544086","LMGL03010117,Unknown;LMGL03010099,Unknown","Unknown,Unknown;Unknown,Unknown","C55H98O6-[M+K+]-2H-5-{m+0}(0.84377)(Niso-1);C55H100O6-[M+K+]-2H-3-{m+0}(0.84352)(Niso-1)","Unknown,HMDB05363;Unknown,HMDB05384","1,2-di-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3]*;*1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6]","Unknown,C00422;Unknown,C00422","2H_5"
739,898.7399,19569.2572,113977.9871,126902.507,92778.044,4924.525,213992.9568,3838.4063,"Unknown,9544069","LMGL03010083,Unknown","Unknown,Unknown","C55H102O6-[M+K+]-2H-1-{m+0}(0.94873)(Niso-2)","Unknown,HMDB05369","1-heptadecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/18:0/18:2(9Z,12Z))[iso6]","Unknown,C00422","2H_1"
740,898.7914,0,0,0,0,0,0,0,"Unknown;Unknown;Unknown","LMGL03010161;LMGL03010543;LMGL03010482","Unknown;Unknown;Unknown","C56H102O6-[M+Na+]-2H-5-{m+0}(0.82649)(Niso-1);C58H98O6-[M+H+]-2H-7-{m+0}(0.81445)(Niso-1);C58H100O6-[M+H+]-2H-5-{m+0}(0.81418)(Niso-1)","Unknown;Unknown;Unknown","1-(9Z-heptadecenoyl)-2,3-di-(9Z-octadecenoyl)-sn-glycerol*;*1-(9Z,12Z-heptadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol*;*1-(9Z,12Z-heptadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z-eicosenoyl)-sn-glycerol","Unknown;Unknown;Unknown","2H_5"
741,899.7069,0,1477.7974,0,0,3629.6329,0,0,"Unknown,Unknown;Unknown,9544410","Unknown,LMGP01020067;LMGL03010398,Unknown","Unknown,Unknown;Unknown,Unknown","C50H102N1O7P1-[M+K+]-2H-1-{m+0}(0.8702)(Niso-1);C57H96O6-[M+Na+]-{m+0}(0.82042)(Niso-1)","HMDB13423,Unknown;Unknown,HMDB05447","PC(o-18:0/24:0)*,*1-hexadecyl-2-hexacosanoyl-sn-glycero-3-phosphocholine*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol*,*TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","Unknown,Unknown;Unknown,C00422","2H_1"
742,899.7153,0,0,0,0,0,0,0,"Unknown;Unknown,Unknown;Unknown","Unknown;Unknown,LMGL03010946;Unknown","Unknown;Unknown,Unknown;Unknown","C51H94N1O8P1-[M+NH4+]-2H-2-{m+0}(0.99007)(Niso-4);C59H94O6-[M+H+]-{m+0}(0.98849)(Niso-5);C51H92N1O8P1-[M+NH4+]-2H-4-{m+0}(0.98797)(Niso-5)","HMDB09735;HMDB10508,Unknown;HMDB09607","PE(24:0/22:4(7Z,10Z,13Z,16Z))*;*TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))","C00350;Unknown,Unknown;C00350","2H_2"
743,899.7156,17296.1779,10014.9367,7183.1181,8819.456,40775.4217,1662.3304,52128.9171,"Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","Unknown;Unknown,LMGP01010004;Unknown,LMGL03010946;Unknown","Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C51H92N1O8P1-[M+NH4+]-2H-4-{m+0}(1)(Niso-8);C51H90N1O8P1-[M+NH4+]-2H-6-{m+0}(1)(Niso-4);C59H94O6-[M+H+]-{m+0}(1)(Niso-4);C51H94N1O8P1-[M+NH4+]-2H-2-{m+0}(0.8888)(Niso-6)","HMDB09607;HMDB09641,Unknown;HMDB10508,Unknown;HMDB09735","PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PE(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*PE(24:0/22:4(7Z,10Z,13Z,16Z))","C00350;C00350,Unknown;Unknown,Unknown;C00350","2H_4"
744,899.728,0,0,0,1066.0612,0,1155.0186,0,"Unknown;Unknown,Unknown;Unknown,Unknown","LMGP00000053;LMGP02010273,Unknown;Unknown,LMGP01011113","Unknown;Unknown,Unknown;Unknown,Unknown","C49H97O8P1S1-[M+NH4+]-2H-5-{m+0}(0.86803)(Niso-1);C50H100N1O8P1-[M+Na+]-2H-3-{m+0}(0.85952)(Niso-1);C52H96N1O8P1-[M+H+]-2H-5-{m+0}(0.84861)(Niso-1)","Unknown;Unknown,HMDB08058;HMDB08389,Unknown","1-eicosanoyl-2-docosanoyl-sn-glycero-3-phosphosulfocholine*;*1-pentacosanoyl-2-eicosanoyl-sn-glycero-3-phosphoethanolamine*,*PC(18:0/24:0)*;*PC(20:3(5Z,8Z,11Z)/24:1(15Z))*,*1-(5Z,9Z-docosadienoyl)-2-(5Z,9Z-docosadienoyl)-sn-glycero-3-phosphocholine","Unknown;Unknown,C00157;C00157,Unknown","2H_5"
745,899.734,0,6385.9535,5340.9506,4431.9022,0,5781.0999,0,"Unknown,Unknown;Unknown,9544125","LMGP01011108,Unknown;LMGL03010117,Unknown","Unknown,Unknown;Unknown,Unknown","C52H100N1O8P1-[M+H+]-2H-1-{m+0}(0.98962)(Niso-2);C55H98O6-[M+K+]-2H-6-{m+0}(0.97991)(Niso-2)","Unknown,HMDB08323;Unknown,HMDB05363","1,2-di-(13E-docosenoyl)-sn-glycero-3-phosphocholine*,*PC(20:1(11Z)/24:1(15Z))*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3]","Unknown,C00157;Unknown,C00422","2H_1"
746,899.743,0,0,0,0,0,0,0,"9544069,Unknown;9544062,Unknown","Unknown,LMGL03010129;Unknown,LMGL03010071","Unknown,Unknown;Unknown,Unknown","C55H102O6-[M+K+]-2H-2-{m+0}(0.97984)(Niso-2);C55H104O6-[M+K+]-{m+0}(0.83208)(Niso-1)","HMDB05369,Unknown;HMDB05361,Unknown","TG(16:0/18:0/18:2(9Z,12Z))[iso6]*,*1-(9Z-hexadecenoyl)-2-(9Z-heptadecenoyl)-3-nonadecanoyl-sn-glycerol*;*TG(16:0/16:0/20:1(11Z))[iso3]*,*1-heptadecanoyl-2-(9Z-heptadecenoyl)-3-octadecanoyl-sn-glycerol","C00422,Unknown;C00422,Unknown","2H_2"
747,899.7445,5374.8222,10106.0294,11246.9796,9760.1716,1566.1924,11648.1775,1598.1443,"Unknown,9544086;Unknown,9544069;9544062,Unknown","LMGL03010099,Unknown;LMGL03010129,Unknown;Unknown,LMGL03010071","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C55H100O6-[M+K+]-2H-4-{m+0}(0.84358)(Niso-1);C55H102O6-[M+K+]-2H-2-{m+0}(0.84333)(Niso-1);C55H104O6-[M+K+]-{m+0}(0.83208)(Niso-1)","Unknown,HMDB05384;Unknown,HMDB05369;HMDB05361,Unknown","1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6]*;*1-(9Z-hexadecenoyl)-2-(9Z-heptadecenoyl)-3-nonadecanoyl-sn-glycerol*,*TG(16:0/18:0/18:2(9Z,12Z))[iso6]*;*TG(16:0/16:0/20:1(11Z))[iso3]*,*1-heptadecanoyl-2-(9Z-heptadecenoyl)-3-octadecanoyl-sn-glycerol","Unknown,C00422;Unknown,C00422;C00422,Unknown","2H_4"
748,900.7191,12173.2709,7103.4756,4209.7827,6297.1068,21924.45,0,24854.2421,"Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","LMGL03011019;Unknown,LMGL03010946;Unknown,LMGP01010004;Unknown,LMGP01020125;Unknown","Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C59H92O6-[M+H+]-2H-3-{m+0}(1)(Niso-4);C59H94O6-[M+H+]-2H-1-{m+0}(1)(Niso-5);C51H90N1O8P1-[M+NH4+]-2H-7-{m+0}(1)(Niso-7);C50H102N1O7P1-[M+K+]-2H-2-{m+0}(0.98288)(Niso-2);C51H92N1O8P1-[M+NH4+]-2H-5-{m+0}(0.87951)(Niso-5)","Unknown;HMDB10508,Unknown;HMDB09641,Unknown;HMDB13443,Unknown;HMDB09607","1-(9Z-hexadecenoyl)-2,3-di-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol*;*TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*PE(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*PC(o-20:0/22:0)*,*1-eicosyl-2-docosanoyl-sn-glycero-3-phosphocholine*;*PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))","Unknown;Unknown,Unknown;C00350,Unknown;Unknown,Unknown;C00350","2H_3"
749,900.7378,0,1907.2358,2238.8827,1453.833,0,2046.7293,0,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGP01010663,Unknown;LMGP01011112,Unknown;LMGP01011032,Unknown","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C50H100N1O8P1-[M+Na+]-2H-4-{m+0}(0.85958)(Niso-1);C52H100N1O8P1-[M+H+]-2H-2-{m+0}(0.84818)(Niso-1);C52H102N1O8P1-[M+H+]-{m+0}(0.848)(Niso-1)","Unknown,HMDB08058;Unknown,HMDB08801;Unknown,HMDB08290","1-hexadecanoyl-2-hexacosanoyl-sn-glycero-3-phosphocholine*,*PC(18:0/24:0)*;*1-(9Z-docosenoyl)-2-(9Z-docosenoyl)-sn-glycero-3-phosphocholine*,*PC(24:1(15Z)/20:1(11Z))*;*1-eicosanoyl-2-(15Z-tetracosenoyl)-sn-glycero-3-phosphocholine*,*PC(20:0/24:1(15Z))","Unknown,C00157;Unknown,C00157;Unknown,C00157","2H_4"
750,900.7466,0,1145.2635,1666.0828,1222.9239,0,2050.4656,0,"Unknown;Unknown,9544125;Unknown,9544086;Unknown,9544069","Unknown;LMGL03010117,Unknown;LMGL03010099,Unknown;LMGL03010083,Unknown","Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C52H102N1O8P1-[M+H+]-{m+0}(0.848)(Niso-1);C55H98O6-[M+K+]-2H-7-{m+0}(0.8439)(Niso-1);C55H100O6-[M+K+]-2H-5-{m+0}(0.84365)(Niso-1);C55H102O6-[M+K+]-2H-3-{m+0}(0.84339)(Niso-1)","HMDB08290;Unknown,HMDB05363;Unknown,HMDB05384;Unknown,HMDB05369","PC(20:0/24:1(15Z))*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3]*;*1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6]*;*1-heptadecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/18:0/18:2(9Z,12Z))[iso6]","C00157;Unknown,C00422;Unknown,C00422;Unknown,C00422","2H_7"
751,900.8078,0,0,0,0,0,0,0,"Unknown","LMGL03010482","Unknown","C58H100O6-[M+H+]-2H-7-{m+0}(0.81431)(Niso-1)","Unknown","1-(9Z,12Z-heptadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z-eicosenoyl)-sn-glycerol","Unknown","2H_7"
752,901.6563,0,0,0,0,658.3956,0,1912.2732,"DBLINKS854112,Unknown","Unknown,LMGL03050001","Unknown,Unknown","C57H88O8-[M+H+]-{m+0}(0.82114)(Niso-1)","Unknown,Unknown","1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-3-(8-(2E,4Z-decadienoyloxy)-*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(8-(2E,4Z-decadienoyloxy)-5,6-octadienoyl)-sn-glycerol","C13867,Unknown","N"
753,901.6652,0,0,0,0,8058.0022,0,11530.087,"Unknown;Unknown","Unknown;LMGL03010289","Unknown;Unknown","C45H88N1O13-[M+K+]-2H-12-{m+0}(0.99343)(Niso-3);C56H94O6-[M+K+]-{m+0}(0.98803)(Niso-3)","Unknown;Unknown","known*;*1-(9Z-heptadecenoyl)-2,3-di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol","Unknown;Unknown","2H_12"
754,901.7218,12739.1349,6908.8724,5339.6902,6656.3667,0,0,33457.1263,"Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,9544362","Unknown,LMGP01010004;LMGL03011019;Unknown,LMGP01020067;Unknown,LMGL03011152;LMGL03010350,Unknown","Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C51H90N1O8P1-[M+NH4+]-2H-8-{m+0}(1)(Niso-4);C59H92O6-[M+H+]-2H-4-{m+0}(1)(Niso-4);C50H102N1O7P1-[M+K+]-2H-3-{m+0}(0.99775)(Niso-3);C59H94O6-[M+H+]-2H-2-{m+0}(0.98454)(Niso-4);C57H98O6-[M+Na+]-{m+0}(0.82029)(Niso-1)","HMDB09641,Unknown;Unknown;HMDB13423,Unknown;HMDB10508,Unknown;Unknown,HMDB05391","PE(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*1-(9Z-hexadecenoyl)-2,3-di-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol*;*PC(o-18:0/24:0)*,*1-hexadecyl-2-hexacosanoyl-sn-glycero-3-phosphocholine*;*TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]*,*1-(9Z-hexadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol*,*TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","C00350,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,C00422","2H_8"
755,901.7314,439381.7851,206670.4371,107568.0551,173392.0294,1441499.585,13849.0771,1579252.04,"9544831,Unknown;Unknown;Unknown;Unknown;Unknown;Unknown","Unknown,LMGL03010869;Unknown;Unknown;Unknown;Unknown;Unknown","Unknown,Unknown;Unknown;Unknown;Unknown;Unknown;Unknown","C59H96O6-[M+H+]-{m+0}(1)(Niso-4);C51H92N1O8P1-[M+NH4+]-2H-6-{m+0}(1)(Niso-5);C51H94N1O8P1-[M+NH4+]-2H-4-{m+0}(1)(Niso-5);C51H92N1O8P1-[M+NH4+]-2H-6-{m+0}(0.98908)(Niso-5);C51H92N1O8P1-[M+NH4+]-2H-6-{m+0}(0.88798)(Niso-5);C51H92N1O8P1-[M+NH4+]-2H-6-{m+0}(0.56266)(Niso-5)","HMDB05448,Unknown;HMDB09607;HMDB09606;HMDB09607;HMDB09607;HMDB09607","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol*;*PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PE(22:4(7Z,10Z,13Z,16Z)/24:0)*;*PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))","C00422,Unknown;C00350;C00350;C00350;C00350;C00350","2H_6"
756,901.7405,0,0,0,0,0,0,0,"Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","Unknown;Unknown;Unknown,LMGP01011113;Unknown,LMGP01010663;LMGP00000053","Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C52H98N1O8P1-[M+H+]-2H-5-{m+0}(0.8959)(Niso-4);C51H98N1O8P1-[M+NH4+]-{m+0}(0.88072)(Niso-4);C52H96N1O8P1-[M+H+]-2H-7-{m+0}(0.87752)(Niso-4);C50H100N1O8P1-[M+Na+]-2H-5-{m+0}(0.86962)(Niso-4);C49H97O8P1S1-[M+NH4+]-2H-7-{m+0}(-0.38984)(Niso-8)","HMDB08356;HMDB09542;HMDB08389,Unknown;HMDB08058,Unknown;Unknown","PC(20:2(11Z,14Z)/24:1(15Z))*;*PE(22:1(13Z)/24:1(15Z))*;*PC(20:3(5Z,8Z,11Z)/24:1(15Z))*,*1-(5Z,9Z-docosadienoyl)-2-(5Z,9Z-docosadienoyl)-sn-glycero-3-phosphocholine*;*PC(18:0/24:0)*,*1-hexadecanoyl-2-hexacosanoyl-sn-glycero-3-phosphocholine*;*1-eicosanoyl-2-docosanoyl-sn-glycero-3-phosphosulfocholine","C00157;C00350;C00157,Unknown;C00157,Unknown;Unknown","2H_5"
757,901.7453,0,0,0,0,0,0,0,"Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,9544150","Unknown,LMGP01011108;LMGP00000053;Unknown;Unknown,LMGP01011108;LMGL03010140,Unknown","Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown","C52H100N1O8P1-[M+H+]-2H-3-{m+0}(0.99038)(Niso-3);C49H97O8P1S1-[M+NH4+]-2H-7-{m+0}(0.88847)(Niso-8);C52H98N1O8P1-[M+H+]-2H-5-{m+0}(0.85192)(Niso-4);C52H100N1O8P1-[M+H+]-2H-3-{m+0}(0.32417)(Niso-3);C55H96O6-[M+K+]-2H-10-{m+0}(-0.66491)(Niso-4)","HMDB08323,Unknown;Unknown;HMDB08356;HMDB08323,Unknown;Unknown,HMDB05380","PC(20:1(11Z)/24:1(15Z))*,*1,2-di-(13E-docosenoyl)-sn-glycero-3-phosphocholine*;*1-eicosanoyl-2-docosanoyl-sn-glycero-3-phosphosulfocholine*;*PC(20:2(11Z,14Z)/24:1(15Z))*;*PC(20:1(11Z)/24:1(15Z))*,*1,2-di-(13E-docosenoyl)-sn-glycero-3-phosphocholine*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z-octadecenoyl)-sn-glycerol*,*TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","C00157,Unknown;Unknown;C00157;C00157,Unknown;Unknown,C00422","2H_3"
758,901.7546,0,0,0,0,0,0,0,"Unknown,9544125;Unknown,9544086;Unknown,9544069","LMGL03010117,Unknown;LMGL03010099,Unknown;LMGL03010083,Unknown","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C55H98O6-[M+K+]-2H-8-{m+0}(0.84397)(Niso-1);C55H100O6-[M+K+]-2H-6-{m+0}(0.84371)(Niso-1);C55H102O6-[M+K+]-2H-4-{m+0}(0.84345)(Niso-1)","Unknown,HMDB05363;Unknown,HMDB05384;Unknown,HMDB05369","1,2-di-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3]*;*1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6]*;*1-heptadecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/18:0/18:2(9Z,12Z))[iso6]","Unknown,C00422;Unknown,C00422;Unknown,C00422","2H_8"
759,901.7645,1732.1238,0,0,0,8772.4861,0,13071.6329,"9544047,Unknown","Unknown,LMGL03010060","Unknown,Unknown","C55H106O6-[M+K+]-{m+0}(0.83195)(Niso-1)","HMDB05358,Unknown","TG(16:0/16:0/20:0)[iso3]*,*1,2-diheptadecanoyl-3-octadecanoyl-sn-glycerol","C00422,Unknown","N"
760,902.669,0,0,0,0,0,0,0,"Unknown","Unknown","Unknown","C45H88N1O13-[M+K+]-2H-13-{m+0}(0.98431)(Niso-2)","Unknown","known","Unknown","2H_13"
761,902.7023,0,0,0,0,0,0,0,"Unknown","Unknown","Unknown","C52H98N1O7P1-[M+Na+]-{m+0}(0.93401)(Niso-2)","HMDB13453","PC(o-22:1(13Z)/22:3(10Z,13Z,16Z))","Unknown","N"
762,902.725,6855.4707,3979.7391,3245.7602,4281.3646,14611.5026,0,15641.9391,"Unknown;Unknown;Unknown,Unknown","LMGL03010746;LMGL03011019;Unknown,LMGP01020067","Unknown;Unknown;Unknown,Unknown","C58H92O6-[M+NH4+]-{m+0}(1)(Niso-5);C59H92O6-[M+H+]-2H-5-{m+0}(0.99907)(Niso-3);C50H102N1O7P1-[M+K+]-2H-4-{m+0}(0.84518)(Niso-5)","Unknown;Unknown;HMDB13423,Unknown","1-(9Z,12Z-heptadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol*;*1-(9Z-hexadecenoyl)-2,3-di-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol*;*PC(o-18:0/24:0)*,*1-hexadecyl-2-hexacosanoyl-sn-glycero-3-phosphocholine","Unknown;Unknown;Unknown,Unknown","2H_5"
