"ID","m/z","Yellow_10.csv","Yellow_16.csv","Yellow_17.csv","Yellow_18.csv","Yellow_19.csv","Yellow_1.csv","Yellow_20.csv","Presence Percentage","PubChem","LM_ID","CAS_inf","MetSign_ID","hm_ID","Name_ID","Keg_ID","label_information"
615,877.7389,5926.7363,3500.6441,2216.8439,2748.24,5743.4432,1937.0509,13417.4728,100,"Unknown,Unknown","Unknown,LMGP01010662","Unknown,Unknown","C49H98N1O8P1-[M+NH4+]-{m+0}(0.86781)(Niso-2)","HMDB09244,Unknown","PE(20:0/24:0)*,*1-hexadecanoyl-2-pentacosanoyl-sn-glycero-3-phosphocholine","C00350,Unknown","N"
626,878.7255,38536.9824,28251.5641,22424.8226,28144.443,38705.1061,5922.0683,38059.9673,100,"Unknown,Unknown;Unknown,9544150;Unknown","Unknown,LMGL03010506;LMGL03010140,Unknown;LMGL03010328","Unknown,Unknown;Unknown,Unknown;Unknown","C57H92O6-[M+H+]-2H-5-{m+0}(0.9992)(Niso-3);C55H96O6-[M+Na+]-2H-3-{m+0}(0.83278)(Niso-1);C56H92O6-[M+NH4+]-{m+0}(0.11436)(Niso-5)","HMDB10498,Unknown;Unknown,HMDB05380;Unknown","TG(18:3(9Z,12Z,15Z)/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z-octadecenoyl)-sn-glycerol*,*TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*;*1-(9Z,12Z-heptadecadienoyl)-2,3-di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol","Unknown,Unknown;Unknown,C00422;Unknown","2H_5"
627,878.7338,1509631.866,922492.1132,736641.3922,859249.861,1588323.078,88602.3185,1261621.298,100,"Unknown,Unknown;Unknown,9544125;9544410,Unknown","Unknown,LMGL03010450;LMGL03010117,Unknown;Unknown,LMGL03010398","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C57H94O6-[M+H+]-2H-3-{m+0}(1)(Niso-4);C55H98O6-[M+Na+]-2H-1-{m+0}(0.85806)(Niso-4);C57H96O6-[M+H+]-2H-1-{m+0}(0.84687)(Niso-4)","HMDB10507,Unknown;Unknown,HMDB05363;HMDB05447,Unknown","TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso3]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3]*;*TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol","Unknown,Unknown;Unknown,C00422;C00422,Unknown","2H_3"
632,879.6757,6936.1571,10981.9777,8585.0857,10244.1434,3243.743,3866.7631,3976.7094,100,"Unknown,Unknown","Unknown,LMSP03010009","Unknown,Unknown","C49H97N2O6P1-[M+K+]-{m+0}(0.99157)(Niso-2)","HMDB13461,Unknown","SM(d18:0/26:1(17Z))*,*N-(17Z-hexacosenoyl)-sphing-4-enine-1-phosphocholine","C00550,Unknown","N"
633,879.6816,21314.5089,29264.1148,24568.7238,27913.5282,9879.0802,11985.2484,9459.0771,100,"Unknown,Unknown;Unknown","LMGL03010067,Unknown;LMGL03010108","Unknown,Unknown;Unknown","C54H96O6-[M+K+]-{m+0}(0.99775)(Niso-3);C54H94O6-[M+K+]-2H-2-{m+0}(0.98067)(Niso-2)","Unknown,HMDB11702;Unknown","1-heptadecanoyl-2,3-di-(9Z,12Z-heptadecadienoyl)-sn-glycerol*,*TG(15:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso6]*;*1-(9Z-hexadecenoyl)-2-(9Z-heptadecenoyl)-3-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol","Unknown,Unknown;Unknown","2H_2"
637,879.7442,2979250.849,3887263.639,3674245.748,3869132.261,1667359.174,2047542.465,1327365.702,100,"9544410,Unknown;9544086,Unknown;9544362,Unknown","Unknown,LMGL03010586;Unknown,LMGL03010099;Unknown,LMGL03010350","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C57H96O6-[M+H+]-2H-2-{m+0}(0.9992)(Niso-3);C55H100O6-[M+Na+]-{m+0}(0.98835)(Niso-2);C57H98O6-[M+H+]-{m+0}(0.98698)(Niso-2)","HMDB05447,Unknown;HMDB05384,Unknown;HMDB05391,Unknown","TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1-hexadecanoyl-2-(9Z-hexadecenoyl)-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol*;*TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6]*,*1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*;*TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol","C00422,Unknown;C00422,Unknown;C00422,Unknown","2H_2"
646,880.6866,12301.7945,16243.5369,13597.3355,14851.3602,5196.3157,5691.1728,5546.9179,100,"Unknown;Unknown,Unknown;Unknown,Unknown","LMGL03010081;LMGL03010067,Unknown;LMGL03010067,Unknown","Unknown;Unknown,Unknown;Unknown,Unknown","C54H94O6-[M+K+]-2H-3-{m+0}(0.98068)(Niso-2);C54H96O6-[M+K+]-2H-1-{m+0}(0.98064)(Niso-2);C54H96O6-[M+K+]-2H-1-{m+0}(0.93208)(Niso-2)","Unknown;Unknown,HMDB11702;Unknown,HMDB11702","1-(9Z-heptadecenoyl)-2,3-di-(9Z,12Z-heptadecadienoyl)-sn-glycerol*;*1-heptadecanoyl-2,3-di-(9Z,12Z-heptadecadienoyl)-sn-glycerol*,*TG(15:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso6]*;*1-heptadecanoyl-2,3-di-(9Z,12Z-heptadecadienoyl)-sn-glycerol*,*TG(15:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso6]","Unknown;Unknown,Unknown;Unknown,Unknown","2H_3"
648,880.7185,10864.3253,14538.483,13257.613,13074.1391,5801.8579,5502.1496,5091.8561,100,"13552,1156,Unknown;Unknown","Unknown,Unknown,LMPR02010001;Unknown","303-98-0,303-98-0,Unknown;Unknown","C59H90O4-[M+NH4+]-{m+0}(0.98601)(Niso-2);C52H98N1O7P1-[M+H+]-{m+0}(0.84812)(Niso-1)","Unknown,HMDB01072,Unknown;HMDB13453","Ubiquinone-10*,*Coenzyme Q10*,*Coenzyme Q10*;*PC(o-22:1(13Z)/22:3(10Z,13Z,16Z))","C11378,C11378,C00399;Unknown","N"
651,880.7491,1980775.698,2365254.438,2203990.905,2288693.957,1047682.453,1143776.385,859826.3782,100,"Unknown,9544125;Unknown,9544086;9544410,Unknown;9544362,Unknown","LMGL03010117,Unknown;LMGL03010099,Unknown;Unknown,LMGL03010398;Unknown,LMGL03010350","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C55H98O6-[M+Na+]-2H-3-{m+0}(0.97778)(Niso-2);C55H100O6-[M+Na+]-2H-1-{m+0}(0.8324)(Niso-1);C57H96O6-[M+H+]-2H-3-{m+0}(0.82055)(Niso-1);C57H98O6-[M+H+]-2H-1-{m+0}(0.82029)(Niso-1)","Unknown,HMDB05363;Unknown,HMDB05384;HMDB05447,Unknown;HMDB05391,Unknown","1,2-di-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3]*;*1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6]*;*TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol*;*TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol","Unknown,C00422;Unknown,C00422;C00422,Unknown;C00422,Unknown","2H_3"
664,881.7445,13330.9729,16700.7939,15517.8262,17788.4832,7567.6201,13484.8439,8472.2505,100,"Unknown,9544150;Unknown;Unknown;Unknown,Unknown","LMGL03010140,Unknown;LMGL03010328;LMGL03010289;Unknown,LMGL03010506","Unknown,Unknown;Unknown;Unknown;Unknown,Unknown","C55H96O6-[M+Na+]-2H-6-{m+0}(0.83297)(Niso-1);C56H92O6-[M+NH4+]-2H-3-{m+0}(0.82467)(Niso-1);C56H94O6-[M+NH4+]-2H-1-{m+0}(0.82441)(Niso-1);C57H92O6-[M+H+]-2H-8-{m+0}(0.82114)(Niso-1)","Unknown,HMDB05380;Unknown;Unknown;HMDB10498,Unknown","1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z-octadecenoyl)-sn-glycerol*,*TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*;*1-(9Z,12Z-heptadecadienoyl)-2,3-di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol*;*1-(9Z-heptadecenoyl)-2,3-di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol*;*TG(18:3(9Z,12Z,15Z)/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol","Unknown,C00422;Unknown;Unknown;Unknown,Unknown","2H_6"
666,881.7604,703484.1041,2752806.634,2929100.506,2904046.568,59831.3942,3363191.85,84964.6925,100,"Unknown,Unknown;9544319,Unknown;Unknown,Unknown;9544069,Unknown","Unknown,LMGP01010662;Unknown,LMGL03010306;Unknown,LMGL03010526;Unknown,LMGL03010083","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C49H98N1O8P1-[M+NH4+]-2H-4-{m+0}(1)(Niso-4);C57H100O6-[M+H+]-{m+0}(0.9992)(Niso-3);C57H98O6-[M+H+]-2H-2-{m+0}(0.98699)(Niso-2);C55H102O6-[M+Na+]-{m+0}(0.83221)(Niso-1)","HMDB09244,Unknown;HMDB05385,Unknown;HMDB10501,Unknown;HMDB05369,Unknown","PE(20:0/24:0)*,*1-hexadecanoyl-2-pentacosanoyl-sn-glycero-3-phosphocholine*;*TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(11Z-eicosenoyl)-sn-glycerol*;*TG(18:3(9Z,12Z,15Z)/18:0/18:3(9Z,12Z,15Z))[iso3]*,*1,2-dihexadecanoyl-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol*;*TG(16:0/18:0/18:2(9Z,12Z))[iso6]*,*1-heptadecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol","C00350,Unknown;C00422,Unknown;Unknown,Unknown;C00422,Unknown","2H_4"
681,882.7653,404441.916,1729493.746,1848962.578,1771609.794,38144.2483,1889020.252,41122.5953,100,"Unknown,Unknown;9544319,Unknown;9544069,Unknown;9544362,Unknown","Unknown,LMGP01010662;Unknown,LMGL03010306;Unknown,LMGL03010083;Unknown,LMGL03010350","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C49H98N1O8P1-[M+NH4+]-2H-5-{m+0}(0.99951)(Niso-3);C57H100O6-[M+H+]-2H-1-{m+0}(0.9992)(Niso-3);C55H102O6-[M+Na+]-2H-1-{m+0}(0.98835)(Niso-2);C57H98O6-[M+H+]-2H-3-{m+0}(0.987)(Niso-2)","HMDB09244,Unknown;HMDB05385,Unknown;HMDB05369,Unknown;HMDB05391,Unknown","PE(20:0/24:0)*,*1-hexadecanoyl-2-pentacosanoyl-sn-glycero-3-phosphocholine*;*TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(11Z-eicosenoyl)-sn-glycerol*;*TG(16:0/18:0/18:2(9Z,12Z))[iso6]*,*1-heptadecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*;*TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol","C00350,Unknown;C00422,Unknown;C00422,Unknown;C00422,Unknown","2H_5"
689,883.7697,36399.428,327146.5635,367702.745,319325.4976,10348.2071,425314.595,9639.0515,100,"9544069,Unknown;9544362,Unknown;Unknown,Unknown;Unknown,9544086;9544410,Unknown;9544062,Unknown","Unknown,LMGL03010083;Unknown,LMGL03010350;Unknown,LMGL03010470;LMGL03010099,Unknown;Unknown,LMGL03010398;Unknown,LMGL03010071","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C55H102O6-[M+Na+]-2H-2-{m+0}(0.98835)(Niso-2);C57H98O6-[M+H+]-2H-4-{m+0}(0.987)(Niso-2);C57H100O6-[M+H+]-2H-2-{m+0}(0.98697)(Niso-2);C55H100O6-[M+Na+]-2H-4-{m+0}(0.83259)(Niso-1);C57H96O6-[M+H+]-2H-6-{m+0}(0.82075)(Niso-1);C55H104O6-[M+Na+]-{m+0}(0.50802)(Niso-2)","HMDB05369,Unknown;HMDB05391,Unknown;HMDB10479,Unknown;Unknown,HMDB05384;HMDB05447,Unknown;HMDB05361,Unknown","TG(16:0/18:0/18:2(9Z,12Z))[iso6]*,*1-heptadecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*;*TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol*;*TG(18:2(9Z,12Z)/18:1(11Z)/18:2(9Z,12Z))[iso3]*,*1,2-dihexadecanoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol*;*1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6]*;*TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol*;*TG(16:0/16:0/20:1(11Z))[iso3]*,*1-heptadecanoyl-2-(9Z-heptadecenoyl)-3-octadecanoyl-sn-glycerol","C00422,Unknown;C00422,Unknown;Unknown,Unknown;Unknown,C00422;C00422,Unknown;C00422,Unknown","2H_2"
692,884.775,6971.245,14323.8829,14614.4238,13339.2226,1768.5776,15104.4834,3373.4306,100,"9544062,Unknown;Unknown,9544086;9544069,Unknown;Unknown;9544410,Unknown;9544362,Unknown;9544319,Unknown","Unknown,LMGL03010071;LMGL03010099,Unknown;Unknown,LMGL03010083;LMGL03010218;Unknown,LMGL03010398;Unknown,LMGL03010350;Unknown,LMGL03010306","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C55H104O6-[M+Na+]-2H-1-{m+0}(0.98833)(Niso-2);C55H100O6-[M+Na+]-2H-5-{m+0}(0.83265)(Niso-1);C55H102O6-[M+Na+]-2H-3-{m+0}(0.8324)(Niso-1);C56H98O6-[M+NH4+]-{m+0}(0.82643)(Niso-1);C57H96O6-[M+H+]-2H-7-{m+0}(0.82082)(Niso-1);C57H98O6-[M+H+]-2H-5-{m+0}(0.82055)(Niso-1);C57H100O6-[M+H+]-2H-3-{m+0}(0.60677)(Niso-2)","HMDB05361,Unknown;Unknown,HMDB05384;HMDB05369,Unknown;Unknown;HMDB05447,Unknown;HMDB05391,Unknown;HMDB05385,Unknown","TG(16:0/16:0/20:1(11Z))[iso3]*,*1-heptadecanoyl-2-(9Z-heptadecenoyl)-3-octadecanoyl-sn-glycerol*;*1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6]*;*TG(16:0/18:0/18:2(9Z,12Z))[iso6]*,*1-heptadecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*;*1-(9Z-heptadecenoyl)-2,3-di-(9Z,12Z-octadecadienoyl)-sn-glycerol*;*TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol*;*TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol*;*TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(11Z-eicosenoyl)-sn-glycerol","C00422,Unknown;Unknown,C00422;C00422,Unknown;Unknown;C00422,Unknown;C00422,Unknown;C00422,Unknown","2H_1"
711,893.7623,2570.75,6894.6709,5599.4798,6792.3742,2071.0006,1232.9968,2430.1586,100,"Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown","Unknown;Unknown,LMGP02010288;Unknown,LMSP03010009;LMSP03010010;Unknown;LMGL03010482","Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown","C51H92N1O8P1-[M+H+]-2H-15-{m+0}(0.98813)(Niso-2);C49H96N1O8P1-[M+Na+]-2H-13-{m+0}(0.9868)(Niso-2);C49H97N2O6P1-[M+K+]-2H-14-{m+0}(0.98662)(Niso-2);C49H99N2O6P1-[M+K+]-2H-12-{m+0}(0.98452)(Niso-2);C51H94N1O8P1-[M+H+]-2H-13-{m+0}(0.98368)(Niso-2);C58H100O6-[M+H+]-{m+0}(0.97537)(Niso-2)","HMDB09607;HMDB09245,Unknown;HMDB13461,Unknown;Unknown;HMDB09606;Unknown","PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PE(20:0/24:1(15Z))*,*1-eicosanoyl-2-(15Z-tetracosenoyl)-sn-glycero-3-phosphoethanolamine*;*SM(d18:0/26:1(17Z))*,*N-(17Z-hexacosenoyl)-sphing-4-enine-1-phosphocholine*;*N-(hexacosanoyl)-sphing-4-enine-1-phosphocholine*;*PE(22:4(7Z,10Z,13Z,16Z)/24:0)*;*1-(9Z,12Z-heptadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z-eicosenoyl)-sn-glycerol","C00350;C00350,Unknown;C00550,Unknown;Unknown;C00350;Unknown","2H_15"
716,895.6911,1603.5865,1419.921,1428.7809,1230.3797,822.2924,753.179,737.8811,100,"Unknown;Unknown,Unknown","Unknown;Unknown,LMGP01010004","Unknown;Unknown,Unknown","C51H92N1O8P1-[M+NH4+]-{m+0}(0.96964)(Niso-4);C51H90N1O8P1-[M+NH4+]-2H-2-{m+0}(0.85235)(Niso-1)","HMDB09607;HMDB09770,Unknown","PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PE(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z))*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine","C00350;C00350,Unknown","2H_2"
729,897.7001,3069.5533,2173.8175,1730.5271,1864.8355,2179.6979,1976.7123,2795.7398,100,"Unknown,Unknown;Unknown;Unknown","Unknown,LMGP01010004;Unknown;LMGL03011019","Unknown,Unknown;Unknown;Unknown","C51H90N1O8P1-[M+NH4+]-2H-4-{m+0}(0.99008)(Niso-2);C51H92N1O8P1-[M+NH4+]-2H-2-{m+0}(0.99006)(Niso-2);C59H92O6-[M+H+]-{m+0}(0.98553)(Niso-2)","HMDB09641,Unknown;HMDB09768;Unknown","PE(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*PE(24:1(15Z)/22:4(7Z,10Z,13Z,16Z))*;*1-(9Z-hexadecenoyl)-2,3-di-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol","C00350,Unknown;C00350;Unknown","2H_4"
737,898.7235,3886.5353,3683.137,2982.0951,3239.6641,1067.0476,2108.4511,684.403,100,"Unknown,Unknown;Unknown;Unknown,Unknown","Unknown,LMGP02010273;Unknown;LMGP01011108,Unknown","Unknown,Unknown;Unknown;Unknown,Unknown","C50H100N1O8P1-[M+Na+]-2H-2-{m+0}(0.85946)(Niso-1);C52H98N1O8P1-[M+H+]-2H-2-{m+0}(0.84831)(Niso-1);C52H100N1O8P1-[M+H+]-{m+0}(0.84812)(Niso-1)","HMDB08058,Unknown;HMDB08802;Unknown,HMDB08323","PC(18:0/24:0)*,*1-pentacosanoyl-2-eicosanoyl-sn-glycero-3-phosphoethanolamine*;*PC(24:1(15Z)/20:2(11Z,14Z))*;*1,2-di-(13E-docosenoyl)-sn-glycero-3-phosphocholine*,*PC(20:1(11Z)/24:1(15Z))","C00157,Unknown;C00157;Unknown,C00157","2H_2"
739,898.7399,19569.2572,113977.9871,126902.507,92778.044,4924.525,213992.9568,3838.4063,100,"Unknown,9544069","LMGL03010083,Unknown","Unknown,Unknown","C55H102O6-[M+K+]-2H-1-{m+0}(0.94873)(Niso-2)","Unknown,HMDB05369","1-heptadecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/18:0/18:2(9Z,12Z))[iso6]","Unknown,C00422","2H_1"
743,899.7156,17296.1779,10014.9367,7183.1181,8819.456,40775.4217,1662.3304,52128.9171,100,"Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","Unknown;Unknown,LMGP01010004;Unknown,LMGL03010946;Unknown","Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C51H92N1O8P1-[M+NH4+]-2H-4-{m+0}(1)(Niso-8);C51H90N1O8P1-[M+NH4+]-2H-6-{m+0}(1)(Niso-4);C59H94O6-[M+H+]-{m+0}(1)(Niso-4);C51H94N1O8P1-[M+NH4+]-2H-2-{m+0}(0.8888)(Niso-6)","HMDB09607;HMDB09641,Unknown;HMDB10508,Unknown;HMDB09735","PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PE(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*PE(24:0/22:4(7Z,10Z,13Z,16Z))","C00350;C00350,Unknown;Unknown,Unknown;C00350","2H_4"
747,899.7445,5374.8222,10106.0294,11246.9796,9760.1716,1566.1924,11648.1775,1598.1443,100,"Unknown,9544086;Unknown,9544069;9544062,Unknown","LMGL03010099,Unknown;LMGL03010129,Unknown;Unknown,LMGL03010071","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C55H100O6-[M+K+]-2H-4-{m+0}(0.84358)(Niso-1);C55H102O6-[M+K+]-2H-2-{m+0}(0.84333)(Niso-1);C55H104O6-[M+K+]-{m+0}(0.83208)(Niso-1)","Unknown,HMDB05384;Unknown,HMDB05369;HMDB05361,Unknown","1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*,*TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6]*;*1-(9Z-hexadecenoyl)-2-(9Z-heptadecenoyl)-3-nonadecanoyl-sn-glycerol*,*TG(16:0/18:0/18:2(9Z,12Z))[iso6]*;*TG(16:0/16:0/20:1(11Z))[iso3]*,*1-heptadecanoyl-2-(9Z-heptadecenoyl)-3-octadecanoyl-sn-glycerol","Unknown,C00422;Unknown,C00422;C00422,Unknown","2H_4"
755,901.7314,439381.7851,206670.4371,107568.0551,173392.0294,1441499.585,13849.0771,1579252.04,100,"9544831,Unknown;Unknown;Unknown;Unknown;Unknown;Unknown","Unknown,LMGL03010869;Unknown;Unknown;Unknown;Unknown;Unknown","Unknown,Unknown;Unknown;Unknown;Unknown;Unknown;Unknown","C59H96O6-[M+H+]-{m+0}(1)(Niso-4);C51H92N1O8P1-[M+NH4+]-2H-6-{m+0}(1)(Niso-5);C51H94N1O8P1-[M+NH4+]-2H-4-{m+0}(1)(Niso-5);C51H92N1O8P1-[M+NH4+]-2H-6-{m+0}(0.98908)(Niso-5);C51H92N1O8P1-[M+NH4+]-2H-6-{m+0}(0.88798)(Niso-5);C51H92N1O8P1-[M+NH4+]-2H-6-{m+0}(0.56266)(Niso-5)","HMDB05448,Unknown;HMDB09607;HMDB09606;HMDB09607;HMDB09607;HMDB09607","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol*;*PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PE(22:4(7Z,10Z,13Z,16Z)/24:0)*;*PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))","C00422,Unknown;C00350;C00350;C00350;C00350;C00350","2H_6"
